keyword,keyword_group,url,estimated_daily_traffic,coverage traffic,latest_date,avg_rank,pagepath,custom_page_cate_id,custom_page_page_id,custom_page_province_id,custom_page_district_id,custom_page_ward_id,type,Cateype,search_by_location,include_gia,region,dup_check
Chung cư Lê Thành,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-le-thanh,19.63062233,0.331642631,44461,1.730769231,/ban-can-ho-chung-cu-chung-cu-le-thanh,324,275,SG,65,,non-detect,chung cư,non_detect,khong_gia,HCM,1
sunshine horizon,Project Name - HCM,/ban-can-ho-chung-cu-sunshine-horizon,19.5199446,0.332609889,44461,2,/ban-can-ho-chung-cu-sunshine-horizon,324,275,SG,56,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bán nhà Thủ Đức,For sale - HCM;For Sale - Key District,/nha-dat-ban-thu-duc,19.51767898,0.333577034,44461,1.278846154,/nha-dat-ban-thu-duc,,,,,,For Sale,nha_general,quan,khong_gia,HCM,1
Mua đất,For Sale - General,/ban-dat,19.45251736,0.33454095,44461,2.274509804,/ban-dat,283,280,null,,,For Sale,dat,non_detect,khong_gia,Others/non-detect,1
River Gate,Project Name - HCM,/ban-can-ho-chung-cu-river-gate,19.41945486,0.335503229,44461,1.182692308,/ban-can-ho-chung-cu-river-gate,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
căn hộ Quận 2,Property Type + Location,/ban-can-ho-chung-cu-quan-2,19.24293879,0.33645676,44461,1.326923077,/ban-can-ho-chung-cu-quan-2,,,,,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
An Bình City,Project Name - Hanoi,/ban-can-ho-chung-cu-an-binh-city,18.95866038,0.337396205,44461,2.759615385,/ban-can-ho-chung-cu-an-binh-city,324,275,HN,718,,non-detect,chung cư,non_detect,khong_gia,HN,1
Sunrise City View,Project Name - HCM,/ban-can-ho-chung-cu-sunrise-city-view,18.82810219,0.33832918,44461,1.730769231,/ban-can-ho-chung-cu-sunrise-city-view,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Green Field,Project Name - HCM,/ban-can-ho-chung-cu-green-field,18.79850136,0.339260689,44461,1.701923077,/ban-can-ho-chung-cu-green-field,324,275,SG,66,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Cho thue phong tro,For Rent - General,/cho-thue-nha-tro-phong-tro-tp-hcm,18.55758015,0.340180259,44461,4.817307692,/cho-thue-nha-tro-phong-tro-tp-hcm,,,,,,non-detect,"nghi duong, trang trai, khac",non-detect,khong_gia,Others/non-detect,1
Sky Garden 3,Project Name - HCM,/ban-can-ho-chung-cu-sky-garden-3,18.51106133,0.341097524,44461,1,/ban-can-ho-chung-cu-sky-garden-3,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Trung Yên Plaza,Project Name - Hanoi,/ban-can-ho-chung-cu-trung-yen-plaza,18.51106133,0.342014789,44461,1,/ban-can-ho-chung-cu-trung-yen-plaza,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,HN,1
Chung cư Phạm Viết Chánh,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-pham-viet-chanh,18.45129099,0.342929093,44377,6.352941176,/ban-can-ho-chung-cu-chung-cu-pham-viet-chanh,324,275,SG,66,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Thuê chung cư,For Rent - General,/cho-thue-can-ho-chung-cu,18.44910922,0.343843288,44461,2.490196078,/cho-thue-can-ho-chung-cu,326,285,null,,,For Rent,chung cư,non_detect,khong_gia,Others/non-detect,1
đất Bảo Lộc,Property Type + Location,/nha-dat-ban-bao-loc-ldd,18.41865988,0.344755974,44461,1.009615385,/nha-dat-ban-bao-loc-ldd,,86,LDD,392,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
90 nguyễn tuân,Project Name - Hanoi,/ban-can-ho-chung-cu-khu-nha-o-90-nguyen-tuan,18.3961212,0.345667544,44461,1,/ban-can-ho-chung-cu-khu-nha-o-90-nguyen-tuan,324,275,HN,5,,non-detect,chung cư,non_detect,khong_gia,HN,1
cantavil an phú,Project Name - HCM,/ban-can-ho-chung-cu-cantavil-an-phu-cantavil-premier,18.3961212,0.346579114,44461,1,/ban-can-ho-chung-cu-cantavil-an-phu-cantavil-premier,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
chung cư booyoung,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-booyoung,18.3961212,0.347490683,44461,1,/ban-can-ho-chung-cu-chung-cu-booyoung,324,275,HN,15,,non-detect,chung cư,non_detect,khong_gia,HN,1
Chung cư Mỹ Đức,Project Name - HCM;Property Type + Location,/ban-can-ho-chung-cu-chung-cu-my-duc,18.35456465,0.348400194,44461,1,/ban-can-ho-chung-cu-chung-cu-my-duc,324,275,SG,66,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,HCM,1
Bán đất Củ Chi,For sale - HCM;For Sale - Key District,/ban-dat-cu-chi,18.34301895,0.349309132,44461,1.375,/ban-dat-cu-chi,,,,,,For Sale,dat,quan,khong_gia,HCM,1
đất Bình Dương,Property Type + Location,/ban-dat-binh-duong,18.3293928,0.350217395,44461,1.326923077,/ban-dat-binh-duong,283,280,BD,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
bán nhà mặt phố hà nội,For Sale - City,/ban-nha-mat-pho-ha-noi,18.25886,0.351122163,44461,1,/ban-nha-mat-pho-ha-noi,,,,,,For Sale,nhà mặt phố,Province,khong_gia,Others/non-detect,1
mua chung cư hà nội,For Sale - City,/ban-can-ho-chung-cu-ha-noi,18.25886,0.352026931,44461,1,/ban-can-ho-chung-cu-ha-noi,,,,,,For Sale,chung cư,Province,khong_gia,Others/non-detect,1
the manor,Project Name - Hanoi,/ban-can-ho-chung-cu-the-manor-tp-ho-chi-minh,18.22053556,0.3529298,44461,2.333333333,/ban-can-ho-chung-cu-the-manor-tp-ho-chi-minh,324,275,SG,66,,non-detect,chung cư,non_detect,khong_gia,HN,1
Green River quận 8,Project Name - HCM,/ban-can-ho-chung-cu-green-river-quan-8,18.20523425,0.353831911,44461,1.019230769,/ban-can-ho-chung-cu-green-river-quan-8,324,275,SG,60,,non-detect,chung cư,quan,khong_gia,HCM,1
Carillon 7,Project Name - HCM,/ban-can-ho-chung-cu-carillon-7,18.1082334,0.354729215,44461,1,/ban-can-ho-chung-cu-carillon-7,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Đà Lạt,Property Type + Location,/nha-dat-ban-da-lat-ldd,18.04984812,0.355623626,44461,1.039215686,/nha-dat-ban-da-lat-ldd,,86,LDD,391,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Đà Nẵng,Property Type + Location,/ban-dat-da-nang,18.04091887,0.356517595,44461,1.346153846,/ban-dat-da-nang,283,280,DDN,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Central Premium,Project Name - HCM,/ban-can-ho-chung-cu-central-premium,18.0083182,0.357409948,44461,1.009615385,/ban-can-ho-chung-cu-central-premium,324,275,SG,60,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Green Stars,Project Name - Hanoi,/ban-can-ho-chung-cu-green-stars,18.0083182,0.358302301,44461,1.009615385,/ban-can-ho-chung-cu-green-stars,324,275,HN,718,,non-detect,chung cư,non_detect,khong_gia,HN,1
home city,Project Name - Hanoi,/ban-can-ho-chung-cu-home-city-trung-kinh,18.0002218,0.359194253,44461,1,/ban-can-ho-chung-cu-home-city-trung-kinh,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư Hà Đông,Property Type + Location,/ban-can-ho-chung-cu-ha-dong,17.98330418,0.360085367,44461,1.048076923,/ban-can-ho-chung-cu-ha-dong,324,275,HN,15,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
FLC Garden City,Project Name - Hanoi,/ban-can-ho-chung-cu-flc-garden-city,17.88809467,0.360971762,44461,1.076923077,/ban-can-ho-chung-cu-flc-garden-city,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
vinhomes metropolis,Project Name - Hanoi,/ban-can-ho-chung-cu-vinhomes-metropolis-lieu-giai,17.84575123,0.36185606,44461,1.663265306,/ban-can-ho-chung-cu-vinhomes-metropolis-lieu-giai,324,275,HN,2,,non-detect,chung cư,non_detect,khong_gia,HN,1
Viva Riverside,Project Name - HCM,/ban-can-ho-chung-cu-viva-riverside,17.80848778,0.362738511,44461,1.028846154,/ban-can-ho-chung-cu-viva-riverside,324,275,SG,58,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất nền,Property Type,/ban-dat-nen-du-an,17.77943951,0.363619523,44398,2.904761905,/ban-dat-nen-du-an,40,279,null,,,non-detect,dat_nen,non_detect,khong_gia,Others/non-detect,1
chung cư Quận 9,Property Type + Location,/ban-can-ho-chung-cu-quan-9,17.72838376,0.364498004,44461,1.528846154,/ban-can-ho-chung-cu-quan-9,324,275,SG,61,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
Nhà đất Vũng Tàu,Property Type + Location,/nha-dat-ban-vung-tau-vt,17.67130803,0.365373658,44461,1.088235294,/nha-dat-ban-vung-tau-vt,,,,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Senturia Vườn Lài,Project Name - HCM,/ban-nha-biet-thu-lien-ke-senturia-vuon-lai,17.58704681,0.366245136,44461,1.096153846,/ban-nha-biet-thu-lien-ke-senturia-vuon-lai,325,277,SG,64,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Aqua City,-,/ban-nha-biet-thu-lien-ke-aqua-city,17.49499192,0.367112053,44384,22.41935484,/ban-nha-biet-thu-lien-ke-aqua-city,325,277,DNA,245,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Vinhomes Gardenia,Project Name - Hanoi,/ban-can-ho-chung-cu-vinhomes-gardenia,17.45176846,0.367976828,44461,2.298076923,/ban-can-ho-chung-cu-vinhomes-gardenia,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Bán nhà Quận 7,For sale - HCM;For Sale - Key District,/ban-nha-rieng-quan-7,17.43896739,0.368840968,44461,1.586538462,/ban-nha-rieng-quan-7,41,276,SG,59,,For Sale,nha_general,quan,khong_gia,HCM,1
đất nền Long An,Property Type + Location,/ban-dat-nen-du-an-long-an,17.38391703,0.369702381,44461,1.125,/ban-dat-nen-du-an-long-an,40,279,LA,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Vinhomes Central Park,Project Name - HCM,/ban-can-ho-chung-cu-vinhomes-central-park,17.3754354,0.370563373,44461,5.288461538,/ban-can-ho-chung-cu-vinhomes-central-park,324,275,SG,66,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Hồ Chí Minh,Property Type + Location,/nha-dat-ban-tp-hcm,17.14050949,0.371412724,44461,1.156862745,/nha-dat-ban-tp-hcm,,,,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Gia Lai,Property Type + Location,/nha-dat-ban-gia-lai,17.09793289,0.372259966,44461,1.75,/nha-dat-ban-gia-lai,,86,GL,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
vinhomes ba son,-,/ban-can-ho-chung-cu-vinhomes-golden-river-ba-son,17.06702447,0.373105676,44461,1.551020408,/ban-can-ho-chung-cu-vinhomes-golden-river-ba-son,324,275,SG,53,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Estella Heights,Project Name - HCM,/ban-can-ho-chung-cu-estella-heights,17.06344018,0.373951208,44461,1.778846154,/ban-can-ho-chung-cu-estella-heights,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất Quận 9,Property Type + Location,/ban-dat-quan-9,17.01130453,0.374794157,44461,1.156862745,/ban-dat-quan-9,,,,,,non-detect,dat,quan,khong_gia,Others/non-detect,1
Bán nhà Quận 9,For sale - HCM;For Sale - Key District,/nha-dat-ban-quan-9,16.82938839,0.375628091,44461,1.586538462,/nha-dat-ban-quan-9,,86,SG,61,,For Sale,nha_general,quan,khong_gia,HCM,1
Bán nhà Quận 8,For sale - HCM;For Sale - Key District,/ban-nha-rieng-quan-8,16.62565489,0.37645193,44461,1.317073171,/ban-nha-rieng-quan-8,41,276,SG,60,,For Sale,nha_general,quan,khong_gia,HCM,1
mỹ phước 3,Project Name - Other Cities,/ban-dat-nen-du-an-khu-do-thi-my-phuoc-3,16.612244,0.377275105,44461,4.9,/ban-dat-nen-du-an-khu-do-thi-my-phuoc-3,40,279,BD,156,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Wyndham Soleil Đà Nẵng,Project Name - Other Cities,/ban-can-ho-chung-cu-wyndham-soleil-da-nang,16.57428341,0.378096398,44461,2.798076923,/ban-can-ho-chung-cu-wyndham-soleil-da-nang,324,275,null,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Vinhomes Green Bay Mễ Trì,Project Name - Hanoi,/ban-can-ho-chung-cu-vinhomes-green-bay-me-tri,16.53892486,0.378915939,44461,1.586538462,/ban-can-ho-chung-cu-vinhomes-green-bay-me-tri,324,275,null,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Nhà đất Cần Thơ,Property Type + Location,/nha-dat-ban-can-tho,16.53369644,0.379735222,44461,1.798076923,/nha-dat-ban-can-tho,,,,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Bình Thạnh,Property Type + Location,/ban-can-ho-chung-cu-binh-thanh,16.48793461,0.380552236,44461,1.240384615,/ban-can-ho-chung-cu-binh-thanh,324,275,SG,66,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Sunshine Riverside,Project Name - Hanoi,/ban-can-ho-chung-cu-sunshine-riverside,16.391279,0.381364461,44461,1.711538462,/ban-can-ho-chung-cu-sunshine-riverside,324,275,HN,6,,non-detect,chung cư,non_detect,khong_gia,HN,1
Mua đất Long An,For Sale - City,/ban-dat-long-an,16.11873967,0.382163182,44461,1.288461538,/ban-dat-long-an,283,280,LA,,,For Sale,dat,Province,khong_gia,Others/non-detect,1
Nhà đất An Giang,Property Type + Location,/nha-dat-ban-an-giang,16.06618004,0.382959297,44461,2.432692308,/nha-dat-ban-an-giang,,86,AG,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Lovera Park,Project Name - HCM,/ban-nha-biet-thu-lien-ke-lovera-park,16.05210528,0.383754716,44461,1.240384615,/ban-nha-biet-thu-lien-ke-lovera-park,325,277,SG,72,,non-detect,chung cư,non_detect,khong_gia,HCM,1
chung cư Quận 12,Property Type + Location,/ban-can-ho-chung-cu-quan-12,16.04979228,0.384550019,44461,1.326923077,/ban-can-ho-chung-cu-quan-12,,,,,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
The Manor Central Park,-,/ban-nha-biet-thu-lien-ke-the-manor-central-park,15.99195437,0.385342457,44461,6.557692308,/ban-nha-biet-thu-lien-ke-the-manor-central-park,,,,,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
căn hộ chung cư,Property Type,/ban-can-ho-chung-cu-tp-hcm,15.96460877,0.38613354,44461,1.855769231,/ban-can-ho-chung-cu-tp-hcm,324,227,SG,60,8783,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Bán nhà Bình Chánh,For sale - HCM;For Sale - Key District,/ban-nha-rieng-binh-chanh,15.95650565,0.386924221,44461,1.506024096,/ban-nha-rieng-binh-chanh,41,276,SG,72,,For Sale,nha_general,quan,khong_gia,HCM,1
Căn hộ cho thuê,For Rent - General,/cho-thue-can-ho-chung-cu,15.76092452,0.387705211,44461,2.47311828,/cho-thue-can-ho-chung-cu,326,285,null,,,For Rent,chung cư,non_detect,khong_gia,Others/non-detect,1
căn hộ Bình Dương,Property Type + Location,/ban-can-ho-chung-cu-binh-duong,15.58652476,0.388477558,44461,1.375,/ban-can-ho-chung-cu-binh-duong,324,275,BD,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Quận 9,Property Type + Location,/nha-dat-ban-quan-9,15.54179575,0.38924769,44461,1.362745098,/nha-dat-ban-quan-9,,86,SG,61,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
can ho cho thue,For Rent - General,/cho-thue-can-ho-chung-cu,15.32394356,0.390007026,44461,2.408602151,/cho-thue-can-ho-chung-cu,326,285,null,,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Thuê phòng trọ,For Rent - General,/cho-thue-nha-tro-phong-tro-tp-hcm,15.30780933,0.390765563,44461,4.221153846,/cho-thue-nha-tro-phong-tro-tp-hcm,,,,,,For Rent,Phòng trọ,non_detect,khong_gia,Others/non-detect,1
chung cư Đà Nẵng,Property Type + Location,/ban-can-ho-chung-cu-da-nang,15.1433128,0.391515948,44461,1.423076923,/ban-can-ho-chung-cu-da-nang,324,275,DDN,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Citi Soho,Project Name - HCM,/ban-can-ho-chung-cu-citi-soho,15.1190086,0.39226513,44461,1.288461538,/ban-can-ho-chung-cu-citi-soho,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Sky Park Residence,Project Name - Hanoi,/ban-can-ho-chung-cu-sky-park-residence,15.040237,0.393010408,44461,1,/ban-can-ho-chung-cu-sky-park-residence,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,HN,1
Sài Gòn Avenue,Project Name - HCM,/ban-can-ho-chung-cu-sai-gon-avenue,15.040237,0.393755686,44461,1,/ban-can-ho-chung-cu-sai-gon-avenue,324,275,SG,71,,non-detect,chung cư,non_detect,khong_gia,HCM,1
nhà mặt phố,Property Type,/ban-nha-mat-pho-ha-noi,15.040237,0.394500963,44461,1,/ban-nha-mat-pho-ha-noi,,,,,,non-detect,nhà mặt phố,non_detect,khong_gia,Others/non-detect,1
đất Nhơn Trạch,Property Type + Location,/ban-dat-nhon-trach-dna,15.040237,0.395246241,44461,1,/ban-dat-nhon-trach-dna,283,280,DNA,239,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Xi Grand Court,Project Name - HCM,/ban-can-ho-chung-cu-xi-grand-court,15.04014054,0.395991515,44461,1,/ban-can-ho-chung-cu-xi-grand-court,324,275,SG,62,,non-detect,chung cư,non_detect,khong_gia,HCM,1
The Matrix One,-,/ban-can-ho-chung-cu-the-matrix-one,15.01865589,0.396735723,44461,5.317307692,/ban-can-ho-chung-cu-the-matrix-one,324,275,HN,14,,non-detect,"nghi duong, trang trai, khac",non-detect,khong_gia,Others/non-detect,1
ecolife tây hồ,Project Name - Hanoi,/ban-can-ho-chung-cu-ecolife-tay-ho,14.946848,0.397476373,44461,1,/ban-can-ho-chung-cu-ecolife-tay-ho,324,275,HN,6,,non-detect,chung cư,non_detect,khong_gia,HN,1
Phú Thịnh Green Park,Project Name - Hanoi,/ban-can-ho-chung-cu-phu-thinh-green-park,14.93578846,0.398216476,44461,1.894230769,/ban-can-ho-chung-cu-phu-thinh-green-park,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
E-Home,-,/ban-can-ho-chung-cu-e-home,14.92205256,0.398955897,44461,1.365384615,/ban-can-ho-chung-cu-e-home,324,275,SG,61,,non-detect,"nghi duong, trang trai, khac",non-detect,khong_gia,Others/non-detect,1
Happy Valley,Project Name - HCM,/ban-can-ho-chung-cu-happy-valley,14.91506245,0.399694973,44461,1.307692308,/ban-can-ho-chung-cu-happy-valley,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bán nhà Hà Đông,-,/ban-nha-rieng-ha-dong,14.91308463,0.40043395,44461,1,/ban-nha-rieng-ha-dong,,,,,,For Sale,nha_general,non_detect,khong_gia,Others/non-detect,1
Chung cư Hoàng Anh Gia Lai,Project Name - Other Cities,/ban-can-ho-chung-cu-hoang-anh-gia-lai-1,14.91308463,0.401172927,44461,1.461538462,/ban-can-ho-chung-cu-hoang-anh-gia-lai-1,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Chung cư Mỹ Phước,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-my-phuoc,14.91308463,0.401911904,44461,1,/ban-can-ho-chung-cu-chung-cu-my-phuoc,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất nền Phú Mỹ,Property Type + Location,/ban-dat-nen-du-an-phu-my_1-vt,14.91292243,0.402650874,44461,1.009803922,/ban-dat-nen-du-an-phu-my_1-vt,40,279,VT,100,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
bán nhà hà đông,For sale - HN;For Sale - Key District,/ban-nha-rieng-ha-dong,14.91200563,0.403389797,44461,1,/ban-nha-rieng-ha-dong,,,,,,For Sale,nha_general,quan,khong_gia,HN,1
Gateway Vũng Tàu,Project Name - Other Cities,/ban-can-ho-chung-cu-gateway-vung-tau,14.89323027,0.404127791,44461,1.019230769,/ban-can-ho-chung-cu-gateway-vung-tau,,,,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
đất Đà Lạt,Property Type + Location,/ban-dat-da-lat-ldd,14.89008464,0.404865628,44461,1.019230769,/ban-dat-da-lat-ldd,,,,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Cho thuê chung cư,For Rent - General,/cho-thue-can-ho-chung-cu,14.83224108,0.4056006,44461,1.807692308,/cho-thue-can-ho-chung-cu,326,285,null,,,For Rent,chung cư,non_detect,khong_gia,Others/non-detect,1
Saigon Pearl,Project Name - HCM,/ban-can-ho-chung-cu-saigon-pearl,14.81531491,0.406334732,44461,3.057692308,/ban-can-ho-chung-cu-saigon-pearl,324,275,SG,66,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Chung cư Miếu Nổi,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-mieu-noi,14.79175365,0.407067697,44461,1.019230769,/ban-can-ho-chung-cu-chung-cu-mieu-noi,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Thảo Điền Pearl,Project Name - HCM,/ban-can-ho-chung-cu-thao-dien-pearl,14.77326136,0.407799746,44461,1.461538462,/ban-can-ho-chung-cu-thao-dien-pearl,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
rivera park,Project Name - Hanoi,/ban-can-ho-chung-cu-rivera-park-ha-noi,14.75349477,0.408530815,44461,2.5,/ban-can-ho-chung-cu-rivera-park-ha-noi,324,275,HN,5,,non-detect,chung cư,non_detect,khong_gia,HN,1
rao vặt nhà đất,General Keywords,/dang-tin-rao-vat-ban-nha-dat,14.73108816,0.409260774,44461,1.028846154,/dang-tin-rao-vat-ban-nha-dat,,,,,,non-detect,nha_general,non_detect,khong_gia,Others/non-detect,1
Imperial Place,Project Name - HCM,/ban-can-ho-chung-cu-imperial-place,14.71293988,0.409989834,44461,1,/ban-can-ho-chung-cu-imperial-place,324,275,SG,65,,non-detect,chung cư,non_detect,khong_gia,HCM,1
