keyword,keyword_group,url,estimated_daily_traffic,coverage traffic,latest_date,avg_rank,pagepath,custom_page_cate_id,custom_page_page_id,custom_page_province_id,custom_page_district_id,custom_page_ward_id,type,Cateype,search_by_location,include_gia,region,dup_check
đất Văn Giang,Property Type + Location,/ban-dat-van-giang-hy,2.429576812,0.761765164,44461,1,/ban-dat-van-giang-hy,283,280,HY,339,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Vĩnh Yên,Property Type + Location,/ban-dat-vinh-yen-vp,2.429576812,0.761885555,44461,1,/ban-dat-vinh-yen-vp,283,280,VP,680,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Đồng Xoài,Property Type + Location,/ban-dat-dong-xoai-bp,2.429576812,0.762005946,44461,1,/ban-dat-dong-xoai-bp,283,280,BP,171,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Đức Trọng,Property Type + Location,/nha-dat-ban-duc-trong-ldd,2.429576812,0.762126337,44461,1,/nha-dat-ban-duc-trong-ldd,,86,LDD,388,,non-detect,Phòng trọ,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Bán nhà xưởng,For Sale - General,/ban-kho-nha-xuong,2.42956123,0.762246727,44461,1.058252427,/ban-kho-nha-xuong,45,282,null,,,For Sale,nha_xuong_kho,non_detect,khong_gia,Others/non-detect,1
đất Gò Vấp,Property Type + Location,/ban-dat-go-vap,2.429545343,0.762367117,44461,1,/ban-dat-go-vap,,,,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Quận 7,Property Type + Location,/ban-dat-quan-7,2.429545343,0.762487506,44461,1,/ban-dat-quan-7,283,280,SG,59,,non-detect,dat,quan,khong_gia,Others/non-detect,1
đất nền Vị Thanh,Property Type + Location,/nha-dat-ban-vi-thanh-hgi,2.42564399,0.762607703,44461,2.049019608,/nha-dat-ban-vi-thanh-hgi,,86,HGI,321,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
HH2 - Bắc Hà,-,/ban-can-ho-chung-cu-hh2-bac-ha,2.425165667,0.762727875,44461,1.442307692,/ban-can-ho-chung-cu-hh2-bac-ha,324,275,HN,14,,non-detect,"nghi duong, trang trai, khac",non-detect,khong_gia,Others/non-detect,1
Mua chung cư Đà Nẵng,For Sale - City,/ban-can-ho-chung-cu-da-nang,2.425165667,0.762848048,44461,1.442307692,/ban-can-ho-chung-cu-da-nang,324,275,DDN,,,For Sale,chung cư,Province,khong_gia,Others/non-detect,1
Thuê căn hộ Quận 4,For rent - HCM;For Rent - Key District,/cho-thue-can-ho-chung-cu-quan-4,2.425165667,0.76296822,44461,1.442307692,/cho-thue-can-ho-chung-cu-quan-4,326,285,SG,56,,For Rent,chung cư,quan,khong_gia,HCM,1
Cho thuê văn phòng giá rẻ,For Rent - General,/cho-thue-van-phong-tp-hcm,2.424494365,0.763088359,44461,1.557692308,/cho-thue-van-phong-tp-hcm,50,289,SG,,,For Rent,"nghi duong, trang trai, khac",non-detect,co_gia,Others/non-detect,1
Riverpark Residence,Project Name - HCM,/ban-can-ho-chung-cu-riverpark-residence,2.421053957,0.763208328,44461,1.355769231,/ban-can-ho-chung-cu-riverpark-residence,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Đạt Gia Residence,Project Name - HCM,/ban-can-ho-chung-cu-dat-gia-residence-thu-duc,2.41744912,0.763328118,44461,1.009615385,/ban-can-ho-chung-cu-dat-gia-residence-thu-duc,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất Biên Hòa,Property Type + Location,/ban-dat-bien-hoa-dna,2.41744912,0.763447908,44461,1.009615385,/ban-dat-bien-hoa-dna,283,280,DNA,245,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Thái Bình,Property Type + Location,/ban-dat-thai-binh,2.41744912,0.763567698,44461,1.009615385,/ban-dat-thai-binh,283,280,TB,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Vân Đồn,Property Type + Location,/ban-dat-van-don-qni,2.41744912,0.763687488,44461,1.009615385,/ban-dat-van-don-qni,283,280,QNI,543,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
25 lạc trung,Project Name - Hanoi,/ban-can-ho-chung-cu-to-hop-25-lac-trung,2.41449086,0.763807132,44461,1,/ban-can-ho-chung-cu-to-hop-25-lac-trung,324,275,HN,4,,non-detect,chung cư,non_detect,khong_gia,HN,1
4s riverside garden,Project Name - HCM,/ban-can-ho-chung-cu-4s-riverside-garden-binh-trieu,2.41449086,0.763926775,44461,1,/ban-can-ho-chung-cu-4s-riverside-garden-binh-trieu,324,275,SG,71,,non-detect,chung cư,non_detect,khong_gia,HCM,1
83 ngọc hồi,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-83-ngoc-hoi,2.41449086,0.764046419,44461,1,/ban-can-ho-chung-cu-chung-cu-83-ngoc-hoi,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
ct2 trung văn,Project Name - Hanoi,/ban-can-ho-chung-cu-ct2-trung-van-vinaconex-3,2.41449086,0.764166062,44461,1,/ban-can-ho-chung-cu-ct2-trung-van-vinaconex-3,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
Khu biệt thự Vườn Đào,Project Name - Other Cities,/ban-nha-biet-thu-lien-ke-toa-nha-hon-hop-vuon-dao,2.410373,0.764285502,44104,2,/ban-nha-biet-thu-lien-ke-toa-nha-hon-hop-vuon-dao,325,277,HN,6,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Xuân Mai Sparks Tower,Project Name - Hanoi,/ban-can-ho-chung-cu-xuan-mai-sparks-tower,2.410373,0.764404941,44279,1,/ban-can-ho-chung-cu-xuan-mai-sparks-tower,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Chung cư C22 Bộ Công an,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-c22-bo-cong-an,2.410373,0.764524381,44391,1,/ban-can-ho-chung-cu-chung-cu-c22-bo-cong-an,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,HN,1
Bán căn hộ Quận 4,For sale - HCM;For Sale - Key District,/ban-can-ho-chung-cu-quan-4,2.409036696,0.764643754,44461,1,/ban-can-ho-chung-cu-quan-4,324,275,SG,56,,For Sale,chung cư,quan,khong_gia,HCM,1
Bán căn hộ Quận 9,For sale - HCM;For Sale - Key District,/ban-can-ho-chung-cu-quan-9,2.409036696,0.764763127,44461,1,/ban-can-ho-chung-cu-quan-9,324,275,SG,61,,For Sale,chung cư,quan,khong_gia,HCM,1
Bán nhà mặt phố Cầu Giấy,For sale - HN;For sale - Street;For Sale - Key District,/ban-nha-mat-pho-cau-giay,2.409036696,0.764882501,44461,1,/ban-nha-mat-pho-cau-giay,163,278,HN,7,,For Sale,nhà mặt phố,quan,khong_gia,HN,1
Bán đất Cẩm Mỹ,For Sale - Key District,/ban-dat-cam-my-dna,2.409036696,0.765001874,44461,1,/ban-dat-cam-my-dna,283,280,DNA,236,,For Sale,dat,quan,khong_gia,Others/non-detect,1
Bán đất Nam Từ Liêm,For sale - HN;For Sale - Key District,/ban-dat-nam-tu-liem,2.409036696,0.765121247,44461,1,/ban-dat-nam-tu-liem,283,280,HN,14,,For Sale,dat,quan,khong_gia,HN,1
Bán đất Phú Xuyên,For sale - HN;For Sale - Key District,/ban-dat-phu-xuyen,2.409036696,0.76524062,44461,1,/ban-dat-phu-xuyen,283,280,HN,27,,For Sale,dat,quan,khong_gia,HN,1
Bán đất Vĩnh Phúc,For Sale - City,/ban-dat-vinh-phuc,2.409036696,0.765359994,44461,1,/ban-dat-vinh-phuc,283,280,VP,,,For Sale,dat,Province,khong_gia,Others/non-detect,1
Chung cư Bình An,Project Name - Other Cities,/ban-can-ho-chung-cu-chung-cu-binh-an,2.409036696,0.765479367,44461,1,/ban-can-ho-chung-cu-chung-cu-binh-an,324,275,VT,102,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Chung cư CT36 Xuân La,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-ct36-xuan-la,2.409036696,0.76559874,44461,1,/ban-can-ho-chung-cu-chung-cu-ct36-xuan-la,324,275,HN,6,,non-detect,chung cư,non_detect,khong_gia,HN,1
Chung cư Cát Tường,Project Name - Other Cities,/ban-can-ho-chung-cu-chung-cu-cat-tuong,2.409036696,0.765718113,44461,1,/ban-can-ho-chung-cu-chung-cu-cat-tuong,324,275,BN,136,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Chung cư Khang Phú,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-khang-phu,2.409036696,0.765837487,44461,1,/ban-can-ho-chung-cu-chung-cu-khang-phu,324,275,SG,70,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Chung cư Lý Chiêu Hoàng,Project Name - HCM,/ban-can-ho-chung-cu-duong-ly-chieu-hoang-58,2.409036696,0.76595686,44461,1,/ban-can-ho-chung-cu-duong-ly-chieu-hoang-58,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Chung cư Minh Thành,Project Name - HCM,/cho-thue-can-ho-chung-cu-chung-cu-minh-thanh,2.409036696,0.766076233,44461,1,/cho-thue-can-ho-chung-cu-chung-cu-minh-thanh,326,285,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Chung cư Nam Xa La,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-nam-xa-la,2.409036696,0.766195606,44461,1,/ban-can-ho-chung-cu-chung-cu-nam-xa-la,324,275,HN,15,,non-detect,chung cư,non_detect,khong_gia,HN,1
Căn hộ 8X Đầm Sen,Project Name - HCM,/ban-can-ho-chung-cu-can-ho-8x-dam-sen,2.409036696,0.76631498,44461,1,/ban-can-ho-chung-cu-can-ho-8x-dam-sen,324,275,SG,70,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Khu dân cư Kim Sơn,Project Name - HCM,/ban-dat-nen-du-an-khu-dan-cu-kim-son,2.409036696,0.766434353,44461,1,/ban-dat-nen-du-an-khu-dan-cu-kim-son,40,279,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Khu dân cư Phú Hồng Thịnh 8,Project Name - Other Cities,/ban-dat-nen-du-an-khu-dan-cu-phu-hong-thinh-8,2.409036696,0.766553726,44461,1,/ban-dat-nen-du-an-khu-dan-cu-phu-hong-thinh-8,,,,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Khu đô thị số 4,Project Name - Other Cities,/ban-dat-nen-du-an-khu-do-thi-so-4,2.409036696,0.766673099,44461,1,/ban-dat-nen-du-an-khu-do-thi-so-4,40,279,QNA,505,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Nhà đất An Dương,For Sale - Key District;Property Type + Location,/nha-dat-ban-an-duong-hp,2.409036696,0.766792473,44461,1,/nha-dat-ban-an-duong-hp,,86,HP,37,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
Nhà đất Khánh Hòa,Property Type + Location,/nha-dat-ban-khanh-hoa,2.409036696,0.766911846,44461,1,/nha-dat-ban-khanh-hoa,,86,KH,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Thường Tín,For sale - HN;For Sale - Key District;Property Type + Location,/ban-dat-thuong-tin,2.409036696,0.767031219,44461,1.009615385,/ban-dat-thuong-tin,,,,,,non-detect,nha_general,quan,khong_gia,HN,1
chung cư Bắc Từ Liêm,Property Type + Location,/ban-can-ho-chung-cu-bac-tu-liem,2.409036696,0.767150592,44461,1,/ban-can-ho-chung-cu-bac-tu-liem,324,275,HN,718,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Hồng Lĩnh,Property Type + Location,/ban-can-ho-chung-cu-hong-linh-plaza,2.409036696,0.767269966,44461,1,/ban-can-ho-chung-cu-hong-linh-plaza,324,275,SG,72,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Thanh Trì,Property Type + Location,/ban-can-ho-chung-cu-thanh-tri,2.409036696,0.767389339,44461,1,/ban-can-ho-chung-cu-thanh-tri,324,275,HN,13,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Thái Nguyên,Property Type + Location,/ban-can-ho-chung-cu-thai-nguyen,2.409036696,0.767508712,44461,1,/ban-can-ho-chung-cu-thai-nguyen,324,275,TN,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Vĩnh Lộc,Property Type + Location,/ban-can-ho-chung-cu-xa-vinh-loc-a-1,2.409036696,0.767628085,44461,1,/ban-can-ho-chung-cu-xa-vinh-loc-a-1,324,275,SG,72,11862,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
căn hộ Quận 3,Property Type + Location,/ban-can-ho-chung-cu-quan-3,2.409036696,0.767747459,44461,1,/ban-can-ho-chung-cu-quan-3,324,275,SG,55,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
đất nền Bắc Giang,Property Type + Location,/ban-dat-nen-du-an-bac-giang,2.409036696,0.767866832,44461,1,/ban-dat-nen-du-an-bac-giang,40,279,BG,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất nền Hà Nam,Property Type + Location,/ban-dat-nen-du-an-ha-nam,2.409036696,0.767986205,44461,1,/ban-dat-nen-du-an-ha-nam,40,279,HNA,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất nền Thanh Hóa,Property Type + Location,/ban-dat-nen-du-an-thanh-hoa,2.409036696,0.768105578,44461,1,/ban-dat-nen-du-an-thanh-hoa,40,279,TH,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Hưng Phát Silver Star,Project Name - HCM,/ban-can-ho-chung-cu-hung-phat-silver-star,2.409023722,0.768224951,44461,1,/ban-can-ho-chung-cu-hung-phat-silver-star,324,275,SG,76,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất nền Quảng Ngãi,Property Type + Location,/ban-dat-nen-du-an-quang-ngai,2.409023722,0.768344323,44461,1,/ban-dat-nen-du-an-quang-ngai,40,279,QNG,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Cần Giờ,Property Type + Location,/ban-dat-can-gio,2.409010494,0.768463695,44461,1.088235294,/ban-dat-can-gio,283,280,SG,73,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Rạch Giá,Property Type + Location,/nha-dat-ban-rach-gia-kg,2.409010494,0.768583067,44461,1,/nha-dat-ban-rach-gia-kg,,86,KG,364,,non-detect,nha_general,location_quan hoac ten khu vuc,co_gia,Others/non-detect,1
Nhà đất Tân An,Property Type + Location,/nha-dat-ban-tan-an-la,2.409010494,0.768702439,44461,1,/nha-dat-ban-tan-an-la,,86,LA,429,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
nhà mặt tiền Quận 1,Property Type + Location,/ban-nha-mat-pho-quan-1,2.409010494,0.768821811,44461,1,/ban-nha-mat-pho-quan-1,,,,,,non-detect,nha_mat_tien,quan,khong_gia,Others/non-detect,1
đất nền Duy Tiên,Property Type + Location,/nha-dat-ban-duy-tien-hna,2.409010494,0.768941183,44461,1,/nha-dat-ban-duy-tien-hna,,,,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất nền Quận 7,Property Type + Location,/ban-dat-nen-du-an-quan-7,2.409010494,0.769060555,44461,1,/ban-dat-nen-du-an-quan-7,40,279,SG,59,,non-detect,dat_nen,quan,khong_gia,Others/non-detect,1
Khu dân cư Phú Hòa,Project Name - Other Cities,/ban-dat-nen-du-an-khu-dan-cu-phu-hoa,2.408997004,0.769179926,44461,1,/ban-dat-nen-du-an-khu-dan-cu-phu-hoa,40,279,BD,163,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
bán biệt thự mỹ đình 1,For sale - HN;For sale - Street,/ban-nha-biet-thu-lien-ke-khu-do-thi-my-dinh-i,2.408862396,0.769299291,44461,1,/ban-nha-biet-thu-lien-ke-khu-do-thi-my-dinh-i,325,277,HN,14,,For Sale,Biet thu,duong,khong_gia,HN,1
bán biệt thự việt hưng,For sale - HN;For sale - Street,/ban-nha-biet-thu-lien-ke-khu-do-thi-viet-hung,2.408862396,0.769418656,44461,1,/ban-nha-biet-thu-lien-ke-khu-do-thi-viet-hung,325,277,HN,9,,For Sale,Biet thu,duong,khong_gia,HN,1
bán chung cư mỹ đình,For sale - HN;For sale - Street,/ban-can-ho-chung-cu-khu-do-thi-my-dinh-i,2.408862396,0.76953802,44461,1,/ban-can-ho-chung-cu-khu-do-thi-my-dinh-i,324,275,HN,14,,For Sale,chung cư,duong,khong_gia,HN,1
bán chung cư văn khê,For sale - HN;For sale - Street,/ban-can-ho-chung-cu-khu-do-thi-van-khe,2.408862396,0.769657385,44461,1,/ban-can-ho-chung-cu-khu-do-thi-van-khe,,,,,,For Sale,chung cư,duong,khong_gia,HN,1
bán liền kề văn quán,For sale - HN;For sale - Street,/ban-nha-biet-thu-lien-ke-khu-do-thi-moi-van-quan,2.408862396,0.769776749,44461,1,/ban-nha-biet-thu-lien-ke-khu-do-thi-moi-van-quan,,,,,,For Sale,"nghi duong, trang trai, khac",duong,khong_gia,HN,1
bán nhà cổ nhuế,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-co-nhue-2,2.408862396,0.769896114,44461,1.010869565,/ban-nha-rieng-phuong-co-nhue-2,41,276,HN,718,12112,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà hào nam,For sale - HN;For sale - Street,/ban-nha-rieng-pho-hao-nam-3,2.408862396,0.770015479,44461,1,/ban-nha-rieng-pho-hao-nam-3,41,276,HN,3,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà kim ngưu,For sale - HN;For sale - Street,/ban-nha-rieng-duong-kim-nguu-4,2.408862396,0.770134843,44461,1,/ban-nha-rieng-duong-kim-nguu-4,41,276,HN,4,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà lê thanh nghị,For sale - HN;For sale - Street,/ban-nha-rieng-pho-le-thanh-nghi-4,2.408862396,0.770254208,44461,1,/ban-nha-rieng-pho-le-thanh-nghi-4,41,276,HN,4,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà minh khai,For sale - HN;For sale - Street;For Sale - Key Ward,/ban-nha-rieng-duong-minh-khai-4,2.408862396,0.770373573,44461,1,/ban-nha-rieng-duong-minh-khai-4,41,276,HN,4,,For Sale,nha_general,phuong xa,khong_gia,HN,1
bán nhà mặt phố thái hà,For sale - HN;For sale - Street,/ban-nha-mat-pho-pho-thai-ha-3,2.408862396,0.770492937,44461,1,/ban-nha-mat-pho-pho-thai-ha-3,163,278,HN,3,,For Sale,nhà mặt phố,duong,khong_gia,HN,1
bán nhà mễ trì,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-me-tri,2.408862396,0.770612302,44461,1,/ban-nha-rieng-phuong-me-tri,41,276,HN,14,11373,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà phú thượng,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-phu-thuong-1,2.408862396,0.770731666,44461,1,/ban-nha-rieng-phuong-phu-thuong-1,41,276,HN,6,9374,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà phú đô,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-phu-do,2.408862396,0.770851031,44461,1,/ban-nha-rieng-phuong-phu-do,,,,,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà quan nhân,For sale - HN;For sale - Street,/ban-nha-rieng-pho-quan-nhan-5,2.408862396,0.770970396,44461,1,/ban-nha-rieng-pho-quan-nhan-5,41,276,HN,5,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà trần cung,For sale - HN;For sale - Street,/ban-nha-rieng-pho-tran-cung-7,2.408862396,0.77108976,44461,1,/ban-nha-rieng-pho-tran-cung-7,41,276,HN,7,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà vân canh,For sale - HN;For sale - Street,/ban-nha-rieng-xa-van-canh-1,2.408862396,0.771209125,44461,1,/ban-nha-rieng-xa-van-canh-1,41,276,HN,21,10099,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà văn khê,For sale - HN;For sale - Street,/ban-nha-biet-thu-lien-ke-khu-do-thi-van-khe,2.408862396,0.771328489,44461,1,/ban-nha-biet-thu-lien-ke-khu-do-thi-van-khe,325,277,HN,15,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà văn phú,For sale - HN;For sale - Street,/ban-nha-biet-thu-lien-ke-khu-do-thi-moi-van-phu,2.408862396,0.771447854,44461,1,/ban-nha-biet-thu-lien-ke-khu-do-thi-moi-van-phu,325,277,HN,15,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà xuân phương,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-xuan-phuong,2.408862396,0.771567219,44461,1,/ban-nha-rieng-phuong-xuan-phuong,41,276,HN,14,11383,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà đa sỹ,For sale - HN;For sale - Street,/ban-nha-dat-duong-da-sy-15,2.408862396,0.771686583,44461,1,/ban-nha-dat-duong-da-sy-15,362,197,HN,15,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà đầm trấu,For sale - HN;For sale - Street,/ban-nha-rieng-duong-dam-trau-4,2.408862396,0.771805948,44461,1,/ban-nha-rieng-duong-dam-trau-4,41,276,HN,4,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà trần đại nghĩa,For sale - HN;For sale - Street,/ban-nha-rieng-pho-tran-dai-nghia-4,2.408828827,0.771925311,44461,1,/ban-nha-rieng-pho-tran-dai-nghia-4,41,276,HN,4,,For Sale,nha_general,duong,khong_gia,HN,1
Nhà đất Cầu Giấy,For sale - HN;For Sale - Key District;Property Type + Location,/ban-nha-rieng-cau-giay,2.408737993,0.772044669,44461,1.235294118,/ban-nha-rieng-cau-giay,,,,,,non-detect,nha_general,quan,khong_gia,HN,1
chung cư d capitale trần duy hưng,Property Type + Price,/ban-can-ho-chung-cu-vinhomes-d-capitale,2.40342422,0.772163764,44461,1,/ban-can-ho-chung-cu-vinhomes-d-capitale,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
chung cư d'capitale trần duy hưng,-,/ban-can-ho-chung-cu-vinhomes-d-capitale,2.40342422,0.77228286,44461,1,/ban-can-ho-chung-cu-vinhomes-d-capitale,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Bán đất nền Quận 9,For sale - HCM;For Sale - Key District,/ban-dat-nen-du-an-quan-9,2.399236887,0.772401747,44461,1.009615385,/ban-dat-nen-du-an-quan-9,,,,,,For Sale,dat_nen,quan,khong_gia,HCM,1
Chung cư Goldora Plaza,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-goldora-plaza,2.399236887,0.772520635,44461,1.009615385,/ban-can-ho-chung-cu-chung-cu-goldora-plaza,324,275,SG,76,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nam Phúc - Le Jardin,-,/ban-can-ho-chung-cu-nam-phuc-le-jardin,2.399128769,0.772639517,44461,1.009708738,/ban-can-ho-chung-cu-nam-phuc-le-jardin,324,275,SG,59,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Thuê nhà Tân Phú,For rent - HCM;For Rent - Key District;For Rent - Ward,/cho-thue-nha-rieng-tan-phu,2.398930392,0.77275839,44461,2.182692308,/cho-thue-nha-rieng-tan-phu,52,286,SG,70,,For Rent,nha_general,quan,khong_gia,HCM,1
khu đô thị dương nội,Project Name - Hanoi,/khu-do-thi-moi-ha-dong/khu-do-thi-moi-duong-noi-pj22,2.398448,0.772877238,44461,8.7,/khu-do-thi-moi-ha-dong/khu-do-thi-moi-duong-noi-pj22,,0,null,,,non-detect,chung cư,non_detect,khong_gia,HN,1
century city,Project Name - Other Cities,/ban-dat-nen-du-an-century-city,2.396778,0.772996004,44461,10.2,/ban-dat-nen-du-an-century-city,40,279,DNA,238,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
bán liền kề an hưng,For Sale - Key Ward,/ban-nha-biet-thu-lien-ke-khu-do-thi-moi-an-hung,2.39647544,0.773114755,44461,1,/ban-nha-biet-thu-lien-ke-khu-do-thi-moi-an-hung,325,277,HN,15,,For Sale,"nghi duong, trang trai, khac",phuong xa,khong_gia,Others/non-detect,1
bán nhà thảo điền,For sale - HCM;For sale - Street,/ban-nha-rieng-phuong-thao-dien,2.39647544,0.773233506,44461,1,/ban-nha-rieng-phuong-thao-dien,41,276,SG,54,111,For Sale,nha_general,duong,khong_gia,HCM,1
bán đất giang biên,For Sale - Key Ward,/ban-dat-phuong-giang-bien-1,2.39647544,0.773352256,44461,1,/ban-dat-phuong-giang-bien-1,283,280,HN,9,9390,For Sale,dat,phuong xa,khong_gia,Others/non-detect,1
bán đất phú lợi,For Sale - Key Ward,/ban-dat-phuong-phu-loi,2.39647544,0.773471007,44461,1,/ban-dat-phuong-phu-loi,,,,,,For Sale,dat,phuong xa,khong_gia,Others/non-detect,1
bán đất trảng dài,For Sale - Key Ward,/ban-dat-phuong-trang-dai,2.39647544,0.773589758,44461,1,/ban-dat-phuong-trang-dai,283,280,DNA,245,7398,For Sale,dat,phuong xa,khong_gia,Others/non-detect,1
bán đất tân an,For Sale - Key Ward,/ban-dat-tan-an-la,2.39647544,0.773708509,44461,1,/ban-dat-tan-an-la,,,,,,For Sale,dat,phuong xa,khong_gia,Others/non-detect,1
chung cư mường thanh nha trang,Project Name - Other Cities,/ban-can-ho-chung-cu-muong-thanh-khanh-hoa,2.39647544,0.77382726,44461,1,/ban-can-ho-chung-cu-muong-thanh-khanh-hoa,324,275,KH,350,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
chung cư the garden,Project Name - Hanoi,/ban-can-ho-chung-cu-an-gia-garden,2.39647544,0.77394601,44461,1,/ban-can-ho-chung-cu-an-gia-garden,324,275,SG,70,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư xuân phú,Project Name - Other Cities,/ban-can-ho-chung-cu-phuong-xuan-phu-5,2.39647544,0.774064761,44461,1.1,/ban-can-ho-chung-cu-phuong-xuan-phu-5,324,275,TTH,641,9222,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
khu đô thị hưng hòa,Project Name - Other Cities,/ban-dat-nen-du-an-khu-do-thi-hung-hoa,2.39647544,0.774183512,44461,1,/ban-dat-nen-du-an-khu-do-thi-hung-hoa,40,279,HNA,289,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
n02 t1 ngoại giao đoàn,Project Name - Hanoi,/ban-can-ho-chung-cu-n02-t1-ngoai-giao-doan,2.39647544,0.774302263,44461,1,/ban-can-ho-chung-cu-n02-t1-ngoai-giao-doan,324,275,HN,718,,non-detect,chung cư,non_detect,khong_gia,HN,1
ngân câu ngân giang,Project Name - Other Cities,/ban-dat-nen-du-an-khu-do-thi-ngan-cau-ngan-giang,2.39647544,0.774421014,44461,1,/ban-dat-nen-du-an-khu-do-thi-ngan-cau-ngan-giang,40,279,QNA,505,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
